0.000000 0.000000 0.000000
0.508787 -0.549764 0.049103
1.039278 -0.766939 -0.970484
1.898995 1.537412 1.521971
2.576719 1.670654 -0.368088
3.382558 -0.683831 0.135749
3.913801 -1.115110 -1.189581
4.869696 -0.826494 -3.779469
4.936373 -0.629937 -4.698735
5.477891 -4.667545 -5.041193
5.759552 -5.832820 -3.224185
6.240452 -3.704296 -4.173362
6.925316 -5.493234 -4.573800
7.133574 -5.815777 -3.160171
7.741735 -6.423131 -1.058013
8.067911 -4.843097 2.159824
8.948759 -5.639422 1.162413
9.082153 -4.270883 0.559398
9.184561 -5.570001 0.621459
10.143678 -4.474496 -0.173427
10.296580 -4.781128 -1.365104
10.449118 -3.276566 -1.189242
10.604671 -3.759576 -0.834880
10.694240 -3.201187 -1.536414
11.148665 -2.861635 -2.263517
11.817560 0.157179 -1.972875
12.648862 -2.135775 -2.199306
13.439097 -1.243171 1.976142
14.151808 -1.168478 3.055121
14.624406 0.677279 3.837206
15.332994 -0.959847 3.534039
16.291053 -2.399612 5.080889
16.796829 0.049869 5.045997
17.101882 1.352517 4.185489
17.891693 1.669085 3.834804
18.128080 3.441451 4.154392
18.362383 4.272397 3.785103
18.827082 3.306900 4.386750
19.446469 1.866602 1.990363
20.061798 1.336677 4.795375
20.184422 1.029482 4.968288
20.308216 0.562375 3.355152
20.592675 0.562884 5.375011
21.328408 -0.072982 3.169051
21.739716 -1.493670 3.691323
22.568698 -2.349425 5.693884
23.503812 -2.945713 1.184341
23.902878 -3.566494 2.189979
23.955090 -3.042029 2.846500
24.526276 -1.350862 4.660478
25.273946 2.311214 7.627274
25.594189 2.533403 7.024798
26.087124 2.094218 8.127877
26.308776 3.366113 7.867261
27.248050 6.644237 6.296220
27.730356 5.921621 5.695321
28.270352 4.833929 7.124709
28.491409 4.637241 9.071278
28.587354 4.632996 10.363904
28.647519 3.300214 10.562352
29.467028 3.874052 14.479638
30.238506 4.388085 17.973954
30.434202 6.260343 17.360350
31.329320 3.741438 19.175910
32.013620 2.233766 18.885219
32.670467 1.198559 19.067913
33.660848 2.525776 20.652771
33.694540 2.581449 20.264124
34.118793 1.347935 20.689850
34.608777 -2.070980 18.851584
35.192281 -4.745431 18.291427
35.275551 -4.432342 19.817284
35.935706 -4.439840 17.877595
35.988011 -4.671783 18.111928
36.544841 -2.966752 17.345926
37.256867 -2.975450 19.583445
37.744777 -2.625990 19.709010
38.362378 -3.207765 19.033114
38.576155 -2.113927 18.483447
39.221814 -2.198860 16.625937
39.602456 -1.365951 16.969693
39.706169 -1.047989 16.950303
40.083681 -2.067547 16.833090
40.346542 -3.539689 16.444913
40.587827 -1.005529 18.281741
41.210751 0.525946 19.054849
41.733679 1.862474 19.684666
42.146917 3.201794 21.417859
42.364709 2.136078 21.218555
43.223262 2.079824 20.068405
44.084271 0.017033 22.707875
44.368210 0.812739 21.622677
44.983603 -1.033792 22.372039
45.763092 -2.393694 20.006362
46.717939 -2.934390 18.160617
47.637543 -1.112557 23.106598
48.022358 -3.471968 24.268308
48.185001 -3.091025 23.508504
48.981753 -1.171618 21.735366
49.095570 -2.591546 20.887963
49.254394 -2.076324 21.253604
49.610222 -0.738939 21.908219
50.457981 1.855921 17.780644
51.040762 1.336125 17.160649
51.626940 1.237028 18.987650
52.552778 -0.218336 19.530818
53.127856 -3.458250 17.978649
53.137833 -3.248265 17.589239
53.947211 -0.402038 16.615377
54.556019 0.518768 14.563103
55.035933 1.688007 14.560918
55.304373 3.140880 13.927496
55.562469 2.305521 13.068596
56.043479 5.367940 12.557273
56.270820 3.652467 13.568602
56.319423 3.664767 13.393170
56.488664 4.140186 14.209559
56.747111 3.415865 14.335624
56.945021 3.106837 13.760552
57.550714 3.934368 15.015910
58.374417 1.153794 17.268817
59.185032 1.453442 16.793625
59.987269 -1.727959 16.278482
60.695383 -1.858846 16.473794
61.554761 -2.763666 18.393491
62.335845 0.335094 20.851170
62.539642 0.102366 21.189944
63.532985 1.008791 19.804195
63.626610 1.000931 19.400712
64.277228 1.124941 22.304629
64.492405 0.930940 21.546648
64.736278 2.451975 22.510733
65.075966 1.767250 21.550246
65.273828 3.170585 21.581449
65.780662 3.465493 22.137473
66.731419 2.093946 24.511585
67.126027 5.399275 21.017067
67.710492 5.737693 22.633144
68.317029 4.351775 22.789416
69.031672 4.674247 21.655711
69.433208 5.675402 23.377065
70.291899 6.137941 24.143030
71.212384 4.965517 26.542555
71.963223 4.790611 27.396360
72.248815 6.194419 27.041167
73.045630 5.806825 27.221920
73.188396 5.618150 26.149822
73.692946 6.384360 23.860210
74.303634 5.852356 21.399173
75.007431 8.293737 21.559357
75.390771 8.956824 21.195472
76.119454 11.985742 20.424362
77.006739 14.411553 22.853169
77.062587 14.133811 23.080056
77.200804 14.239056 24.838275
78.063869 12.173728 21.546635
78.485615 12.625129 20.138621
78.896929 11.780245 20.613921
79.856071 8.937625 22.960853
80.606316 9.753809 25.715787
81.587313 9.063146 27.737890
81.820829 7.854113 27.998122
81.917056 8.633361 27.548499
82.301638 8.754518 29.815293
82.801911 7.513766 28.059135
83.372166 9.090238 28.019475
84.348798 6.657972 26.044566
84.841653 7.201545 26.428985
85.242536 6.703790 26.753282
86.237526 7.962734 25.122887
86.498524 7.597452 24.293924
87.163849 10.041281 21.961712
88.128106 13.585429 20.710647
88.799257 13.581708 22.464736
89.098432 14.484059 22.047190
89.629558 15.932095 20.124699
89.631021 16.050256 20.223955
90.514810 16.089172 21.072989
90.919194 17.481974 20.606967
91.220399 18.151300 21.450300
92.170981 18.962197 18.353374
92.631629 18.452775 15.354142
92.919277 17.993442 14.406893
93.003903 17.930969 14.652391
93.586085 19.347088 14.408129
93.739153 19.382207 15.294589
93.812248 20.166126 15.426133
94.392813 21.633506 14.182551
94.679827 23.532995 13.388586
95.041747 22.500497 14.112478
95.766572 22.376122 11.092254
96.624884 24.608213 12.532447
96.972799 26.781317 12.921321
97.934545 28.327260 10.396327
98.888114 32.387475 15.574501
99.094151 32.000443 14.869311
99.862401 33.960563 12.644273
100.477931 34.230044 12.407757
101.396851 36.001929 8.187527
101.999391 36.216181 8.642138
102.701531 32.897709 8.344522
103.445201 34.110954 5.884442
103.830301 33.694610 6.157596
104.081811 33.108589 7.921747
104.118571 33.438459 7.673623
104.590691 33.947974 9.407970
105.235761 34.393758 10.408163
105.514731 35.153331 11.281121
106.032591 33.024861 10.192071
106.278261 32.633755 8.421638
106.575771 30.923949 8.857840
107.226241 31.571218 10.525292
108.117631 32.343051 8.906497
108.978741 32.310425 7.419752
109.188661 33.198818 5.871801
109.587751 34.412882 6.575418
110.475631 36.041784 5.356274
110.732161 36.265043 5.309801
111.698961 32.943232 6.375666
112.318121 33.721972 5.068184
112.483471 34.849464 3.463253
113.309661 34.014124 2.668896
113.965361 32.721831 1.466723
114.511811 33.520286 0.022378
114.763141 33.597501 -0.454185
114.803301 33.539984 0.411675
115.036671 32.954658 1.368234
115.397781 33.005543 1.410533
116.031241 29.619498 3.227187
117.017341 29.962613 2.263467
117.224491 30.000704 2.152526
117.981581 33.565116 -0.000971
118.867911 32.383007 0.552274
119.340141 35.232121 0.947697
119.499051 36.222572 1.618571
120.309971 37.670244 4.211166
120.786481 41.206866 4.438970
120.902771 40.985719 4.581725
121.778491 40.351308 -0.254789
122.413671 40.144671 0.044320
122.510951 39.889203 -0.106934
123.419391 42.523926 0.068936
123.454411 42.511416 -0.207788
123.494161 42.262990 -0.252772
124.482731 42.547403 0.611204
125.168911 45.576315 3.123929
125.545601 43.933298 5.534649
126.049921 42.368364 9.617633
126.813421 42.757739 8.760431
126.862291 41.758524 8.563692
127.588221 44.696556 7.777508
128.289551 43.852349 5.318762
128.748441 42.074157 4.442199
129.330731 42.688478 0.923315
129.669821 43.557436 0.296860
129.840451 44.300353 0.292846
130.239641 43.674922 1.003144
131.159421 44.758225 5.346019
131.385461 43.374888 4.599675
131.746471 41.731169 3.833704
132.071031 41.087350 3.271371
132.154621 40.784207 2.941426
132.667281 40.404550 3.627048
133.500151 42.677263 2.882289
134.404761 46.563749 4.738426
135.128361 48.883679 2.873988
135.511351 46.353783 3.326422
135.809371 46.774101 1.250929
136.501081 44.010792 1.905666
137.381541 46.185433 4.751500
138.306091 44.211116 6.051472
138.387341 44.602629 6.031028
138.870011 42.968547 4.315222
138.998281 43.561574 2.968176
139.251191 43.229918 3.126143
140.135151 45.527703 2.371090
140.331431 44.148238 2.715875
140.452781 43.587656 4.100449
140.996471 42.156611 4.382399
141.311101 44.718278 5.704500
141.693141 44.694899 6.366755
142.484681 49.474911 9.153191
143.323851 46.753831 9.531557
144.004091 48.717668 6.700943
144.421011 49.134456 6.602527
145.063901 49.651477 5.159115
145.277981 47.761269 4.049571
145.895261 51.055084 3.821654
146.570451 49.306763 6.518666
147.171471 50.899849 5.023335
147.517781 52.314359 6.484486
147.882181 51.269926 7.213233
148.053661 50.926634 8.371427
148.849021 48.409831 7.556731
149.341691 49.698062 7.431903
149.696311 50.465577 9.745589
150.471371 49.626256 7.588371
150.708181 51.326223 7.112424
151.553011 51.980385 5.916329
152.369541 48.810550 4.002187
153.215771 51.509789 3.148251
153.585951 51.305467 3.556449
153.969181 52.934477 3.767405
154.830521 52.398047 1.998312
155.294431 53.285677 -1.182191
155.864981 51.301126 0.061466
156.560281 52.134335 -2.319261
157.521201 53.311442 -1.290214
158.067511 51.354094 -1.408843
158.704091 54.212323 -2.289316
159.274981 51.935623 -2.021097
160.202091 50.729590 -2.793402
161.065861 51.581984 -2.907355
161.235701 51.230478 -3.858111
161.414401 50.455137 -4.825583
161.657901 49.787390 -2.882998
162.409681 50.073660 -3.948080
162.608821 49.946072 -3.703283
163.591761 50.558105 -2.996714
164.301401 52.612317 -3.644472
164.476831 52.944912 -4.223854
165.335131 49.093928 -5.408672
166.244541 52.117599 -6.164804
167.206201 54.358364 -4.845142
167.776801 53.349559 -1.613328
168.339681 54.814842 -0.099149
168.516341 53.959929 -0.707299
169.030021 54.995932 1.215451
169.578501 54.952247 4.050428
169.743771 54.836070 4.703182
170.237671 54.841360 6.422274
170.772781 54.306350 6.370937
170.971591 52.802539 6.672288
171.594761 52.960938 7.604469
171.621071 53.083615 7.361678
171.939871 53.921976 10.657052
172.472861 52.874798 12.178991
172.799641 52.136280 11.017814
173.401831 50.187966 12.016198
173.763761 50.232688 13.191531
173.898681 50.076621 12.226156
174.812501 49.652644 12.068475
175.453051 50.748617 9.902241
176.111831 47.403520 10.734994
176.787161 45.976565 9.833165
177.531721 47.038503 9.868537
178.373891 47.376935 12.298781
178.890551 49.090123 12.304555
179.042421 48.626823 11.264284
179.423081 49.062454 14.455426
180.244101 51.183944 14.911213
180.415471 50.167686 13.776499
180.745441 49.486882 8.969759
181.711921 50.404412 11.703287
182.518211 50.626448 11.046552
182.740401 52.052415 10.595706
183.740171 50.757045 12.665999
183.803911 50.760156 12.307811
184.229391 52.012082 11.606566
184.633731 54.130239 10.711659
185.034021 53.289959 9.822226
185.145941 53.556461 10.798525
185.570261 54.089086 11.923100
186.183801 56.287781 11.698322
187.171861 58.396267 11.421599
187.391761 60.598207 11.694524
187.745841 59.872411 11.828154
188.012091 59.026801 10.069610
188.303581 59.449078 10.350733
188.491971 60.083812 9.530671
188.514831 59.811619 9.364758
188.964241 58.304054 13.399116
189.207881 58.714123 12.678246
190.076601 59.598471 15.240753
190.605221 60.700072 16.730994
191.519351 61.727864 13.508848
192.493281 60.050986 15.847633
193.078711 59.712085 16.291097
193.197681 60.140089 15.503292
194.124211 60.549280 14.567470
194.717781 58.009687 15.244905
195.601391 56.235494 14.187986
196.025871 54.284467 13.309565
196.633121 55.050349 16.047906
196.703891 54.377275 16.253311
197.628661 55.502724 18.498164
198.270741 57.760105 16.516696
198.375241 57.804468 17.406291
199.075461 58.824431 20.025827
199.471271 60.535759 23.323030
199.556171 58.828670 23.106812
199.770651 58.477993 21.632558
200.019451 57.896634 23.218839
200.246101 57.959755 24.241429
200.949111 61.024943 23.697222
201.703261 60.229530 21.139579
202.250551 59.770821 19.957322
202.804031 59.406027 19.582052
203.434601 58.112722 17.549519
204.420061 57.274351 17.581984
205.054341 55.679304 18.209266
205.654791 55.429572 17.757625
206.563981 57.373496 22.674682
207.134821 58.805533 23.760465
207.470241 58.811646 23.928542
208.427381 60.083594 22.718830
208.867301 57.869965 23.355250
209.468841 56.652735 24.038064
210.189111 55.076605 21.659439
210.867881 52.491133 22.177298
